DateTime,pm10_standard,pm25_standard,pm100_standard,pm10_env,pm25_env,pm100_env,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,skip,checksum
2025-10-16 04:54:40.932111,6.00000,9.00000,11.00000,6.00000,9.00000,11.00000,1524.00000,390.00000,46.00000,10.00000,2.00000,0.00000,38656.00000,816.00000
2025-10-16 04:54:41.631028,6.00000,9.00000,11.00000,6.00000,9.00000,11.00000,1524.00000,390.00000,46.00000,10.00000,2.00000,0.00000,38656.00000,816.00000
2025-10-16 04:54:42.627659,6.00000,9.00000,11.00000,6.00000,9.00000,11.00000,1524.00000,390.00000,46.00000,10.00000,2.00000,0.00000,38656.00000,816.00000
2025-10-16 04:54:43.583319,5.00000,9.00000,9.00000,5.00000,9.00000,9.00000,1434.00000,362.00000,40.00000,8.00000,0.00000,0.00000,38656.00000,682.00000
2025-10-16 04:54:44.307682,5.00000,9.00000,9.00000,5.00000,9.00000,9.00000,1434.00000,362.00000,40.00000,8.00000,0.00000,0.00000,38656.00000,682.00000
2025-10-16 04:54:45.124712,5.00000,9.00000,9.00000,5.00000,9.00000,9.00000,1434.00000,362.00000,40.00000,8.00000,0.00000,0.00000,38656.00000,682.00000
2025-10-16 04:54:46.036487,6.00000,10.00000,10.00000,6.00000,10.00000,10.00000,1452.00000,372.00000,56.00000,8.00000,0.00000,0.00000,38656.00000,732.00000
2025-10-16 04:54:46.879007,6.00000,10.00000,10.00000,6.00000,10.00000,10.00000,1452.00000,372.00000,56.00000,8.00000,0.00000,0.00000,38656.00000,732.00000
2025-10-16 04:54:47.794033,6.00000,10.00000,10.00000,6.00000,10.00000,10.00000,1452.00000,372.00000,56.00000,8.00000,0.00000,0.00000,38656.00000,732.00000
2025-10-16 04:54:48.592465,6.00000,11.00000,13.00000,6.00000,11.00000,13.00000,1476.00000,378.00000,68.00000,14.00000,2.00000,0.00000,38656.00000,790.00000
2025-10-16 04:54:49.560792,6.00000,11.00000,13.00000,6.00000,11.00000,13.00000,1476.00000,378.00000,68.00000,14.00000,2.00000,0.00000,38656.00000,790.00000
2025-10-16 04:54:50.362569,6.00000,11.00000,13.00000,6.00000,11.00000,13.00000,1476.00000,378.00000,68.00000,14.00000,2.00000,0.00000,38656.00000,790.00000
2025-10-16 04:54:51.321799,7.00000,12.00000,14.00000,7.00000,12.00000,14.00000,1446.00000,374.00000,72.00000,16.00000,2.00000,0.00000,38656.00000,768.00000
2025-10-16 04:54:52.211850,7.00000,12.00000,14.00000,7.00000,12.00000,14.00000,1446.00000,374.00000,72.00000,16.00000,2.00000,0.00000,38656.00000,768.00000
2025-10-16 04:54:53.051855,7.00000,12.00000,14.00000,7.00000,12.00000,14.00000,1446.00000,374.00000,72.00000,16.00000,2.00000,0.00000,38656.00000,768.00000
2025-10-16 04:54:53.842545,6.00000,12.00000,15.00000,6.00000,12.00000,15.00000,1440.00000,374.00000,78.00000,18.00000,2.00000,0.00000,38656.00000,770.00000
