datetime,no2,nh3,co,t,rh,p,deviceid,no2ppb,latitude,longitude,elevation,id,pm1,pm25,pm10
2025-08-26 06:18:56,1130.1236363636365,943.9418181818181,672.1163636363636,21.093407532671698,48.849541818513615,954.1029906873096,10.0,9.179455757141113,,,,,8.0,9.0,9.0
2025-08-26 06:18:59,1133.8472727272729,947.6654545454545,677.7018181818182,21.09842679956928,48.95424595266983,954.1110720642083,10.0,9.079977035522461,,,,,7.0,9.0,9.0
2025-08-26 06:19:02,1137.570909090909,949.5272727272728,687.0109090909091,21.058272672537715,49.00578540637935,954.101763016321,10.0,9.012482643127441,,,,,8.0,9.0,9.0
2025-08-26 06:19:05,1139.4327272727273,949.5272727272728,688.8727272727274,21.048234143690205,49.023026682271734,954.0579298389333,10.0,8.988619804382324,,,,,8.0,9.0,9.0
2025-08-26 06:19:08,1141.2945454545454,951.3890909090909,694.4581818181819,21.023137826664605,49.02254742866989,954.1281996936002,10.0,8.941069602966309,,,,,7.0,9.0,9.0
2025-08-26 06:19:11,1146.88,956.9745454545455,705.6290909090909,21.0181185641326,49.04569317947353,954.0924488979449,10.0,8.794361114501953,,,,,7.0,9.0,9.0
2025-08-26 06:19:14,1148.7418181818182,955.1127272727273,707.4909090909091,21.0181185641326,49.09798627122958,954.0924488979449,10.0,8.789637565612793,,,,,7.0,9.0,9.0
2025-08-26 06:19:17,1152.4654545454546,958.8363636363637,716.8000000000001,21.0181185641326,49.15027855801677,954.0924488979449,10.0,8.691669464111328,,,,,7.0,9.0,9.0
2025-08-26 06:19:20,1156.189090909091,962.5600000000001,722.3854545454545,21.02815708948765,49.138852499594265,954.108612511091,10.0,8.591578483581543,,,,,7.0,8.0,8.0
2025-08-26 06:19:23,1159.9127272727274,960.6981818181819,726.1090909090909,20.998041516914963,49.2021782658876,954.1431257410134,10.0,8.567899703979492,,,,,7.0,8.0,8.0
2025-08-26 06:19:26,1161.7745454545457,960.6981818181819,727.9709090909091,20.95788743644953,49.27691469691886,954.1061343312716,10.0,8.554399490356445,,,,,7.0,8.0,8.0
2025-08-26 06:19:29,1163.6363636363637,966.2836363636363,737.28,20.94784891924355,49.352233963412374,954.1453012140247,10.0,8.466864585876465,,,,,5.0,6.0,6.0
2025-08-26 06:19:32,1165.4981818181818,964.4218181818183,739.1418181818183,20.94282966107712,49.29985389231818,954.1095530792377,10.0,8.46257495880127,,,,,7.0,8.0,8.0
2025-08-26 06:19:35,1171.0836363636365,966.2836363636363,742.8654545454547,20.932791145617376,49.34612584238247,954.093388318622,10.0,8.396943092346191,,,,,6.0,7.0,7.0
2025-08-26 06:19:38,1174.807272727273,973.7309090909091,754.0363636363637,20.94282966107712,49.34051641051602,954.1095530792377,10.0,8.295387268066406,,,,,5.0,6.0,7.0
2025-08-26 06:19:41,1176.669090909091,971.869090909091,755.8981818181818,20.93781040320173,49.25909214774428,954.1014706823534,10.0,8.305357933044434,,,,,7.0,8.0,10.0
2025-08-26 06:19:44,1180.3927272727274,970.0072727272727,759.6218181818182,20.95286817770102,49.27100664930724,954.153383904613,10.0,8.312170028686523,,,,,7.0,9.0,11.0
2025-08-26 06:19:47,1180.3927272727274,970.0072727272727,759.6218181818182,20.95788743644953,49.311769734227475,954.1061343312716,10.0,8.314732551574707,,,,,7.0,9.0,11.0
2025-08-26 06:19:51,1185.9781818181818,973.7309090909091,767.069090909091,20.93781040320173,49.40431328859797,954.1568012042851,10.0,8.275813102722168,,,,,7.0,9.0,11.0
2025-08-26 06:19:54,1187.84,973.7309090909091,768.9309090909092,20.92777188832406,49.32859998401986,954.1406356003697,10.0,8.268861770629883,,,,,7.0,9.0,12.0
2025-08-26 06:19:57,1193.4254545454546,981.1781818181819,780.1018181818182,20.912714118190344,49.3631522320479,954.0610591952652,10.0,8.190997123718262,,,,,7.0,9.0,11.0
2025-08-26 06:20:00,1195.2872727272727,981.1781818181819,781.9636363636364,20.90769486206118,49.455985328997265,954.1359687200695,10.0,8.184772491455078,,,,,6.0,8.0,11.0
2025-08-26 06:20:03,1197.149090909091,979.3163636363637,783.8254545454545,20.90769486206118,49.3920941092987,954.1083047904498,10.0,8.189766883850098,,,,,7.0,9.0,10.0
2025-08-26 06:20:06,1197.149090909091,977.4545454545455,785.6872727272728,20.917733374610542,49.32840085651557,954.1521345135059,10.0,8.20157527923584,,,,,7.0,8.0,8.0
2025-08-26 06:20:09,1200.8727272727274,983.0400000000001,793.1345454545456,20.92275263132178,49.36916075723666,954.1325528481477,10.0,8.14388656616211,,,,,7.0,7.0,7.0
2025-08-26 06:20:12,1202.7345454545455,979.3163636363637,793.1345454545456,20.917733374610542,49.398103196462365,954.1521345135059,10.0,8.165227890014648,,,,,7.0,8.0,8.0
