datetime,no2,nh3,co,t,rh,p,deviceid,no2ppb,latitude,longitude,elevation,id,pm1,pm25,pm10
2025-08-17 00:09:57,1876.7127272727273,945.8036363636364,1362.8509090909092,23.019321639701957,100.0,960.3324837527839,10.0,8.088028907775879,,,,,22.0,33.0,37.0
2025-08-17 00:10:00,1876.7127272727273,947.6654545454545,1362.8509090909092,23.07081400617608,100.0,960.3021584171621,10.0,8.080707550048828,,,,,22.0,33.0,37.0
2025-08-17 00:10:03,1876.7127272727273,943.9418181818181,1360.989090909091,23.148052610456944,100.0,960.3661500340842,10.0,8.089168548583984,,,,,22.0,32.0,36.0
2025-08-17 00:10:06,1876.7127272727273,943.9418181818181,1360.989090909091,23.189246559515595,100.0,960.3199643437142,10.0,8.087699890136719,,,,,23.0,32.0,36.0
2025-08-17 00:10:09,1874.8509090909092,947.6654545454545,1364.7127272727273,23.204694295214722,100.0,960.3437107224526,10.0,8.065861701965332,,,,,22.0,31.0,34.0
2025-08-17 00:10:12,1874.8509090909092,949.5272727272728,1364.7127272727273,23.15320185307064,100.0,960.3466888518503,10.0,8.062125205993652,,,,,23.0,32.0,35.0
2025-08-17 00:10:15,1876.7127272727273,947.6654545454545,1362.8509090909092,23.07081400617608,100.0,960.3021584171621,10.0,8.080707550048828,,,,,23.0,32.0,34.0
2025-08-17 00:10:18,1876.7127272727273,947.6654545454545,1360.989090909091,23.019321639701957,100.0,960.3324837527839,10.0,8.082513809204102,,,,,24.0,32.0,34.0
2025-08-17 00:10:21,1878.5745454545456,949.5272727272728,1362.8509090909092,23.065664768218994,100.0,960.3489893157571,10.0,8.085721969604492,,,,,24.0,32.0,34.0
2025-08-17 00:10:24,1876.7127272727273,949.5272727272728,1360.989090909091,22.967829302331666,100.0,960.3627938121522,10.0,8.078798294067383,,,,,24.0,32.0,34.0
2025-08-17 00:10:27,1878.5745454545456,955.1127272727273,1366.5745454545456,22.885441623075167,100.0,960.3182142367879,10.0,8.075315475463867,,,,,23.0,31.0,32.0
2025-08-17 00:10:30,1880.4363636363637,953.2509090909092,1364.7127272727273,22.900889307260513,100.0,960.3693342201816,10.0,8.090655326843262,,,,,24.0,32.0,34.0
2025-08-17 00:10:33,1878.5745454545456,949.5272727272728,1362.8509090909092,22.93178468348924,100.0,960.334739662446,10.0,8.090296745300293,,,,,23.0,32.0,34.0
2025-08-17 00:10:36,1878.5745454545456,949.5272727272728,1362.8509090909092,22.93693391387933,100.0,960.370025289603,10.0,8.09015941619873,,,,,23.0,31.0,33.0
2025-08-17 00:10:39,1876.7127272727273,947.6654545454545,1364.7127272727273,22.99872470126138,100.0,960.3008165248995,10.0,8.083182334899902,,,,,23.0,32.0,34.0
2025-08-17 00:10:42,1876.7127272727273,942.08,1359.1272727272728,23.096560200327076,100.0,960.341739746675,10.0,8.096423149108887,,,,,23.0,32.0,34.0
2025-08-17 00:10:45,1876.7127272727273,945.8036363636364,1364.7127272727273,23.07081400617608,100.0,960.3569059585492,10.0,8.086284637451172,,,,,23.0,31.0,33.0
2025-08-17 00:10:48,1876.7127272727273,947.6654545454545,1362.8509090909092,23.05021705609397,100.0,960.3526124321291,10.0,8.081473350524902,,,,,23.0,30.0,34.0
2025-08-17 00:10:51,1878.5745454545456,945.8036363636364,1364.7127272727273,23.0914109609148,100.0,960.4159474819903,10.0,8.095938682556152,,,,,23.0,31.0,34.0
2025-08-17 00:10:54,1876.7127272727273,943.9418181818181,1360.989090909091,23.060515530552948,100.0,960.3684460445619,10.0,8.092169761657715,,,,,22.0,30.0,33.0
2025-08-17 00:30:57,1874.8509090909092,942.08,1362.8509090909092,22.550742442253977,100.0,960.5147470028096,10.0,8.105050086975098,,,,,23.0,34.0,40.0
2025-08-17 00:31:00,1872.989090909091,942.08,1360.989090909091,22.617682180047268,100.0,960.5630263900666,10.0,8.092507362365723,,,,,22.0,33.0,39.0
2025-08-17 00:31:03,1872.989090909091,942.08,1362.8509090909092,22.67947275089682,100.0,960.5760194170402,10.0,8.090402603149414,,,,,23.0,33.0,37.0
2025-08-17 00:31:06,1871.1272727272728,942.08,1360.989090909091,22.720666488079587,100.0,960.5299566544605,10.0,8.078642845153809,,,,,23.0,32.0,36.0
2025-08-17 00:31:09,1872.989090909091,945.8036363636364,1362.8509090909092,22.684621967026033,100.0,960.5292261931214,10.0,8.079140663146973,,,,,23.0,32.0,35.0
2025-08-17 00:31:12,1872.989090909091,943.9418181818181,1362.8509090909092,22.69492040015757,100.0,960.4903528500816,10.0,8.084260940551758,,,,,22.0,31.0,35.0
2025-08-17 00:31:15,1871.1272727272728,942.08,1360.989090909091,22.76700946467463,100.0,960.4918014735945,10.0,8.077010154724121,,,,,22.0,32.0,34.0
2025-08-17 00:31:18,1871.1272727272728,940.2181818181818,1360.989090909091,22.76700946467463,100.0,960.5191623493229,10.0,8.08255672454834,,,,,22.0,31.0,34.0
2025-08-17 00:31:21,1872.989090909091,942.08,1360.989090909091,22.689771183446283,100.0,960.4824321647243,10.0,8.089947700500488,,,,,22.0,32.0,34.0
2025-08-17 00:31:24,1871.1272727272728,943.9418181818181,1360.989090909091,22.664025104255415,100.0,960.5248984652869,10.0,8.075061798095703,,,,,22.0,32.0,34.0
2025-08-17 00:31:27,1872.989090909091,945.8036363636364,1360.989090909091,22.591936121229082,100.0,960.496063818477,10.0,8.082283973693848,,,,,22.0,32.0,36.0
2025-08-17 00:31:30,1874.8509090909092,949.5272727272728,1362.8509090909092,22.48380275364616,100.0,960.5211576828789,10.0,8.085285186767578,,,,,21.0,32.0,37.0
2025-08-17 00:31:33,1876.7127272727273,949.5272727272728,1362.8509090909092,22.40141551211127,100.0,960.4764348174218,10.0,8.09836196899414,,,,,23.0,34.0,41.0
2025-08-17 00:31:36,1872.989090909091,949.5272727272728,1360.989090909091,22.33962512985454,100.0,960.4633896985038,10.0,8.079878807067871,,,,,24.0,35.0,43.0
2025-08-17 00:31:39,1876.7127272727273,949.5272727272728,1362.8509090909092,22.29843156496645,100.0,960.4820268168202,10.0,8.101899147033691,,,,,24.0,35.0,43.0
2025-08-17 00:31:42,1876.7127272727273,949.5272727272728,1360.989090909091,22.23664125255891,100.0,960.4416201706912,10.0,8.103975296020508,,,,,24.0,34.0,42.0
2025-08-17 00:31:45,1874.8509090909092,951.3890909090909,1362.8509090909092,22.262387210968882,100.0,960.5359183649443,10.0,8.08737850189209,,,,,24.0,35.0,43.0
2025-08-17 00:31:48,1874.8509090909092,951.3890909090909,1362.8509090909092,22.246939635049785,100.0,960.5121451341114,10.0,8.08788776397705,,,,,24.0,36.0,45.0
