datetime,no2,nh3,co,t,rh,p,deviceid,no2ppb,latitude,longitude,elevation,id,pm1,pm25,pm10
2025-08-23 14:50:53,1226.9381818181819,934.6327272727274,839.6800000000001,24.596926623123,40.57867500202759,961.7556197082853,10.0,7.849007606506348,,,,,1.0,2.0,2.0
2025-08-23 14:50:59,1232.5236363636363,938.3563636363637,845.2654545454546,24.59190715337172,40.27920452736817,961.4413447908847,10.0,7.7838921546936035,,,,,1.0,2.0,2.0
2025-08-23 14:51:05,1239.9709090909091,940.2181818181818,854.5745454545455,24.601946093165317,40.09125863151073,961.3184180193415,10.0,7.69978141784668,,,,,0.0,1.0,1.0
2025-08-23 14:51:11,1243.6945454545455,940.2181818181818,856.4363636363636,24.632062919531016,39.9972105263523,961.2836178980714,10.0,7.659234523773193,,,,,0.0,1.0,1.0
2025-08-23 14:51:17,1251.1418181818183,943.9418181818181,863.8836363636364,24.6370823916106,39.72700773805375,961.319568190495,10.0,7.570172309875488,,,,,1.0,1.0,1.0
2025-08-23 14:51:23,1260.4509090909091,949.5272727272728,875.0545454545454,24.652140809595586,39.48611071720721,961.3995873840265,10.0,7.459138870239258,,,,,0.0,0.0,0.0
2025-08-23 14:51:29,1266.0363636363638,947.6654545454545,880.6400000000001,24.642101863981225,39.24529110471544,961.327684750635,10.0,7.436859130859375,,,,,0.0,1.0,1.0
2025-08-23 14:51:35,1271.6218181818183,949.5272727272728,884.3636363636365,24.652140809595586,39.01024133086873,961.5109264873911,10.0,7.376335620880127,,,,,2.0,2.0,2.0
2025-08-23 14:51:41,1280.9309090909092,956.9745454545455,895.5345454545455,24.65716028283932,38.828074104142914,961.296364837167,10.0,7.293087959289551,,,,,1.0,2.0,2.0
2025-08-23 14:51:47,1282.7927272727275,953.2509090909092,897.3963636363636,24.65716028283932,38.68117797100086,961.1850255360503,10.0,7.309770107269287,,,,,2.0,3.0,3.0
2025-08-23 14:51:53,1288.378181818182,955.1127272727273,902.9818181818183,24.682257653423584,38.36957716033008,960.9750800766935,10.0,7.266414165496826,,,,,1.0,3.0,3.0
2025-08-23 14:51:59,1297.687272727273,958.8363636363637,916.0145454545454,24.647121336642886,38.36980126681067,960.8904528569633,10.0,7.198431015014648,,,,,1.0,2.0,2.0
2025-08-23 14:52:05,1299.5490909090909,956.9745454545455,919.7381818181818,24.647121336642886,38.2816545086899,960.918286970042,10.0,7.200403213500977,,,,,0.0,0.0,0.0
2025-08-23 14:52:08,1303.2727272727275,958.8363636363637,921.6000000000001,24.642101863981225,38.23467546933629,960.965841633384,10.0,7.1675825119018555,,,,,0.0,1.0,1.0
2025-08-23 14:52:11,1305.1345454545456,960.6981818181819,925.3236363636365,24.642101863981225,38.12889609495073,960.938007703557,10.0,7.1432671546936035,,,,,0.0,0.0,0.0
2025-08-23 14:52:14,1306.9963636363636,956.9745454545455,925.3236363636365,24.68727712841355,38.26963628175323,960.8996857636389,10.0,7.166072845458984,,,,,0.0,0.0,0.0
2025-08-23 14:52:17,1308.858181818182,960.6981818181819,932.7709090909091,24.702335555129686,38.05794827604763,960.8961876342079,10.0,7.124916076660156,,,,,0.0,1.0,1.0
2025-08-23 14:52:20,1312.5818181818183,960.6981818181819,934.6327272727274,24.727432938810672,38.0401362117743,960.8810758508871,10.0,7.107046127319336,,,,,1.0,1.0,1.0
2025-08-23 14:52:23,1316.3054545454547,960.6981818181819,936.4945454545455,24.74751085099415,37.73430940703878,960.941363984323,10.0,7.080446243286133,,,,,2.0,2.0,2.0
2025-08-23 14:52:27,1314.4436363636364,958.8363636363637,936.4945454545455,24.76256928818766,37.69303822346946,960.9100237193167,10.0,7.102456092834473,,,,,1.0,1.0,1.0
2025-08-23 14:52:30,1316.3054545454547,956.9745454545455,938.3563636363637,24.77260824777186,37.68120016032083,960.759210845032,10.0,7.110064506530762,,,,,1.0,1.0,1.0
2025-08-23 14:52:33,1318.1672727272728,958.8363636363637,938.3563636363637,24.74751085099415,37.657884304007595,960.4402733398821,10.0,7.09391450881958,,,,,1.0,1.0,1.0
2025-08-23 14:52:36,1320.0290909090909,958.8363636363637,940.2181818181818,24.712374507728963,37.64640842527111,960.0494767584736,10.0,7.093031406402588,,,,,1.0,1.0,1.0
2025-08-23 14:52:39,1323.7527272727273,960.6981818181819,947.6654545454545,24.707355031283804,37.752258425926016,959.9856990360096,10.0,7.065881252288818,,,,,2.0,2.0,2.0
