datetime,no2,nh3,co,t,rh,p,deviceid,no2ppb,latitude,longitude,elevation,id,pm1,pm25,pm10
2025-08-28 06:38:14,1111.5054545454545,880.6400000000001,569.7163636363637,21.861358752194793,64.26220319153914,946.5301508883048,10.0,10.819291114807129,,,,,19.0,29.0,29.0
2025-08-28 06:38:17,1113.3672727272728,882.5018181818182,573.44,21.821204271260648,64.02248360682928,946.4937374320808,10.0,10.760673522949219,,,,,20.0,29.0,29.0
2025-08-28 06:38:20,1117.0909090909092,886.2254545454546,580.8872727272728,21.801127037778496,63.963481801967646,946.5447731174357,10.0,10.643807411193848,,,,,20.0,28.0,29.0
2025-08-28 06:38:23,1124.538181818182,888.0872727272728,592.0581818181819,21.765991890389706,63.955850601849924,946.6271502336667,10.0,10.478242874145508,,,,,19.0,28.0,28.0
2025-08-28 06:38:26,1128.2618181818182,889.949090909091,595.7818181818182,21.755953279469395,64.11177288617246,946.5557287784634,10.0,10.386153221130371,,,,,18.0,26.0,27.0
2025-08-28 06:38:29,1130.1236363636365,888.0872727272728,603.2290909090909,21.725837453693384,64.11018797108513,946.5630273102028,10.0,10.376907348632812,,,,,19.0,26.0,27.0
2025-08-28 06:38:32,1135.709090909091,889.949090909091,612.5381818181819,21.710779544734397,64.47437318123792,946.5943682765536,10.0,10.25512981414795,,,,,19.0,25.0,26.0
2025-08-28 06:38:35,1139.4327272727273,886.2254545454546,616.2618181818182,21.735876061121235,64.55102681353335,946.5790578451591,10.0,10.21994400024414,,,,,21.0,30.0,31.0
2025-08-28 06:38:38,1141.2945454545454,888.0872727272728,623.7090909090908,21.781049808952957,64.61138554430734,946.5681076982291,10.0,10.15162467956543,,,,,22.0,32.0,33.0
2025-08-28 06:38:41,1145.0181818181818,895.5345454545455,629.2945454545455,21.801127037778496,64.35752170835467,946.57247035084,10.0,9.975615501403809,,,,,20.0,32.0,34.0
2025-08-28 06:38:44,1148.7418181818182,891.8109090909091,633.0181818181819,21.791088422783652,64.15418382003728,946.5841375870245,10.0,9.944993019104004,,,,,19.0,31.0,35.0
2025-08-28 06:38:47,1152.4654545454546,895.5345454545455,638.6036363636364,21.765991890389706,64.14706690107121,946.5717587956592,10.0,9.83493709564209,,,,,18.0,32.0,35.0
2025-08-28 06:38:50,1154.3272727272729,893.6727272727273,642.3272727272727,21.750933974445797,64.12889111446064,946.5754088446141,10.0,9.824121475219727,,,,,17.0,31.0,33.0
2025-08-28 06:38:53,1159.9127272727274,895.5345454545455,649.7745454545454,21.750933974445797,64.11150875937642,946.5477138188322,10.0,9.69479751586914,,,,,18.0,32.0,34.0
2025-08-28 06:38:56,1163.6363636363637,902.9818181818183,659.0836363636364,21.73085675726179,63.91924891405579,946.5433484230282,10.0,9.534424781799316,,,,,18.0,30.0,31.0
2025-08-28 06:38:59,1165.4981818181818,901.12,659.0836363636364,21.705760242330143,64.16706613127317,946.614045768956,10.0,9.533815383911133,,,,,18.0,29.0,30.0
2025-08-28 06:39:02,1169.2218181818182,897.3963636363636,662.8072727272728,21.71579884742969,64.21394416621824,946.5746903841394,10.0,9.505681991577148,,,,,19.0,28.0,28.0
2025-08-28 06:39:05,1172.9454545454546,901.12,670.2545454545456,21.71579884742969,64.23132461593143,946.6300774069485,10.0,9.391525268554688,,,,,18.0,27.0,27.0
2025-08-28 06:39:08,1174.807272727273,897.3963636363636,672.1163636363636,21.73085675726179,64.30743806630112,946.598736721775,10.0,9.398763656616211,,,,,17.0,25.0,25.0
2025-08-28 06:39:11,1180.3927272727274,895.5345454545455,679.5636363636364,21.750933974445797,64.54604071532593,946.6307989624735,10.0,9.344612121582031,,,,,16.0,25.0,25.0
2025-08-28 06:39:14,1184.1163636363638,899.2581818181819,687.0109090909091,21.796107730135553,64.43837416759636,946.6475467028982,10.0,9.293272018432617,,,,,18.0,27.0,27.0
2025-08-28 06:39:17,1185.9781818181818,901.12,688.8727272727274,21.816184962453555,64.35832195092436,946.6796088217286,10.0,9.267562866210938,,,,,19.0,29.0,29.0
2025-08-28 06:39:20,1187.84,895.5345454545455,687.0109090909091,21.836262199428166,64.2203102194194,946.6008760291719,10.0,9.29952335357666,,,,,19.0,30.0,30.0
2025-08-28 06:39:23,1191.5636363636363,904.8436363636364,696.32,21.821204271260648,63.99350746084098,946.6322280365057,10.0,9.205758094787598,,,,,18.0,28.0,30.0
