DateTime,pm10_standard,pm25_standard,pm100_standard,pm10_env,pm25_env,pm100_env,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,skip,checksum
2025-09-02 00:00:00.245257,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,930.00000,264.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,546.00000
2025-09-02 00:00:01.195759,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,930.00000,264.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,546.00000
2025-09-02 00:00:02.036319,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,930.00000,264.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,546.00000
2025-09-02 00:00:02.833711,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,900.00000,256.00000,22.00000,2.00000,0.00000,0.00000,38656.00000,506.00000
2025-09-02 00:00:03.821809,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,900.00000,256.00000,22.00000,2.00000,0.00000,0.00000,38656.00000,506.00000
2025-09-02 00:00:04.574993,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,900.00000,256.00000,22.00000,2.00000,0.00000,0.00000,38656.00000,506.00000
2025-09-02 00:00:05.424826,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,256.00000,28.00000,0.00000,0.00000,0.00000,38656.00000,518.00000
2025-09-02 00:00:06.376825,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,256.00000,28.00000,0.00000,0.00000,0.00000,38656.00000,518.00000
2025-09-02 00:00:07.236963,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,256.00000,28.00000,0.00000,0.00000,0.00000,38656.00000,518.00000
2025-09-02 00:00:08.008909,3.00000,4.00000,4.00000,3.00000,4.00000,4.00000,858.00000,246.00000,30.00000,0.00000,0.00000,0.00000,38656.00000,713.00000
2025-09-02 00:00:08.964366,3.00000,4.00000,4.00000,3.00000,4.00000,4.00000,858.00000,246.00000,30.00000,0.00000,0.00000,0.00000,38656.00000,713.00000
2025-09-02 00:00:09.762333,3.00000,4.00000,4.00000,3.00000,4.00000,4.00000,858.00000,246.00000,30.00000,0.00000,0.00000,0.00000,38656.00000,713.00000
2025-09-02 00:00:10.588217,3.00000,4.00000,4.00000,3.00000,4.00000,4.00000,858.00000,244.00000,28.00000,0.00000,0.00000,0.00000,38656.00000,709.00000
2025-09-02 00:00:11.561722,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,858.00000,244.00000,28.00000,0.00000,0.00000,0.00000,38656.00000,715.00000
2025-09-02 00:00:12.415589,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,858.00000,244.00000,28.00000,0.00000,0.00000,0.00000,38656.00000,715.00000
2025-09-02 00:00:13.192645,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,840.00000,238.00000,32.00000,0.00000,0.00000,0.00000,38656.00000,699.00000
2025-09-02 00:00:14.175560,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,840.00000,238.00000,32.00000,0.00000,0.00000,0.00000,38656.00000,699.00000
2025-09-02 00:00:14.945519,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,840.00000,238.00000,32.00000,0.00000,0.00000,0.00000,38656.00000,699.00000
2025-09-02 00:00:15.785777,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,246.00000,36.00000,2.00000,0.00000,0.00000,38656.00000,773.00000
2025-09-02 00:00:16.740399,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,246.00000,36.00000,2.00000,0.00000,0.00000,38656.00000,773.00000
2025-09-02 00:00:17.593798,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,246.00000,36.00000,2.00000,0.00000,0.00000,38656.00000,773.00000
2025-09-02 00:00:18.376148,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,248.00000,40.00000,2.00000,0.00000,0.00000,38656.00000,779.00000
2025-09-02 00:00:19.359843,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,900.00000,248.00000,40.00000,2.00000,0.00000,0.00000,38656.00000,779.00000
2025-09-02 00:00:20.109980,3.00000,5.00000,5.00000,3.00000,5.00000,5.00000,900.00000,248.00000,40.00000,2.00000,0.00000,0.00000,38656.00000,773.00000
2025-09-02 00:00:20.957393,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,930.00000,256.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,568.00000
2025-09-02 00:00:21.918195,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,930.00000,256.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,568.00000
2025-09-02 00:00:22.776098,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,930.00000,256.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,568.00000
2025-09-02 00:00:23.647063,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,918.00000,252.00000,54.00000,2.00000,0.00000,0.00000,38656.00000,813.00000
2025-09-02 00:00:24.464271,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,918.00000,252.00000,54.00000,2.00000,0.00000,0.00000,38656.00000,813.00000
2025-09-02 00:00:25.300718,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,918.00000,252.00000,54.00000,2.00000,0.00000,0.00000,38656.00000,813.00000
2025-09-02 00:00:26.135308,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,936.00000,258.00000,56.00000,2.00000,0.00000,0.00000,38656.00000,584.00000
2025-09-02 00:00:27.096963,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,936.00000,258.00000,56.00000,2.00000,0.00000,0.00000,38656.00000,584.00000
2025-09-02 00:00:27.904343,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,936.00000,258.00000,56.00000,2.00000,0.00000,0.00000,38656.00000,584.00000
2025-09-02 00:00:28.724959,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1020.00000,280.00000,58.00000,2.00000,0.00000,0.00000,38656.00000,694.00000
2025-09-02 00:00:29.732285,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1020.00000,280.00000,58.00000,2.00000,0.00000,0.00000,38656.00000,694.00000
2025-09-02 00:00:30.470552,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1020.00000,280.00000,58.00000,2.00000,0.00000,0.00000,38656.00000,694.00000
2025-09-02 00:00:31.324559,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1038.00000,282.00000,52.00000,2.00000,0.00000,0.00000,38656.00000,453.00000
2025-09-02 00:00:32.278653,5.00000,7.00000,7.00000,5.00000,7.00000,7.00000,1038.00000,282.00000,52.00000,2.00000,0.00000,0.00000,38656.00000,459.00000
2025-09-02 00:00:33.150755,5.00000,7.00000,7.00000,5.00000,7.00000,7.00000,1038.00000,282.00000,52.00000,2.00000,0.00000,0.00000,38656.00000,459.00000
2025-09-02 00:00:33.910352,5.00000,7.00000,7.00000,5.00000,7.00000,7.00000,1026.00000,274.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,435.00000
2025-09-02 00:00:34.868520,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1026.00000,274.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,429.00000
2025-09-02 00:00:35.659888,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1026.00000,274.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,429.00000
2025-09-02 00:00:36.502510,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1014.00000,272.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,670.00000
2025-09-02 00:00:37.457315,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1014.00000,272.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,670.00000
2025-09-02 00:00:38.313743,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1014.00000,272.00000,48.00000,2.00000,0.00000,0.00000,38656.00000,670.00000
2025-09-02 00:00:39.121267,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1014.00000,274.00000,42.00000,2.00000,0.00000,0.00000,38656.00000,666.00000
2025-09-02 00:00:40.002043,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1014.00000,274.00000,42.00000,2.00000,0.00000,0.00000,38656.00000,666.00000
2025-09-02 00:00:40.840724,4.00000,6.00000,6.00000,4.00000,6.00000,6.00000,1014.00000,274.00000,42.00000,2.00000,0.00000,0.00000,38656.00000,666.00000
2025-09-02 00:00:41.677162,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,960.00000,272.00000,40.00000,0.00000,0.00000,0.00000,38656.00000,602.00000
2025-09-02 00:00:42.637768,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,960.00000,272.00000,40.00000,0.00000,0.00000,0.00000,38656.00000,602.00000
2025-09-02 00:00:43.479818,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,960.00000,272.00000,40.00000,0.00000,0.00000,0.00000,38656.00000,602.00000
2025-09-02 00:00:44.264831,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,876.00000,248.00000,34.00000,0.00000,0.00000,0.00000,38656.00000,743.00000
2025-09-02 00:00:45.256218,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,876.00000,248.00000,34.00000,0.00000,0.00000,0.00000,38656.00000,743.00000
2025-09-02 00:00:46.032899,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,876.00000,248.00000,34.00000,0.00000,0.00000,0.00000,38656.00000,743.00000
2025-09-02 00:00:46.851916,5.00000,5.00000,5.00000,5.00000,5.00000,5.00000,888.00000,250.00000,26.00000,0.00000,0.00000,0.00000,38656.00000,751.00000
2025-09-02 00:00:47.820768,5.00000,5.00000,5.00000,5.00000,5.00000,5.00000,888.00000,250.00000,26.00000,0.00000,0.00000,0.00000,38656.00000,751.00000
2025-09-02 00:00:48.664527,5.00000,5.00000,5.00000,5.00000,5.00000,5.00000,888.00000,250.00000,26.00000,0.00000,0.00000,0.00000,38656.00000,751.00000
2025-09-02 00:00:49.466271,5.00000,6.00000,6.00000,5.00000,6.00000,6.00000,930.00000,262.00000,28.00000,2.00000,0.00000,0.00000,38656.00000,558.00000
2025-09-02 00:00:50.439599,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,930.00000,262.00000,28.00000,2.00000,0.00000,0.00000,38656.00000,552.00000
2025-09-02 00:00:51.155865,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,930.00000,262.00000,28.00000,2.00000,0.00000,0.00000,38656.00000,552.00000
2025-09-02 00:00:52.015803,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,912.00000,250.00000,28.00000,4.00000,0.00000,0.00000,38656.00000,779.00000
2025-09-02 00:00:52.925031,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,912.00000,250.00000,28.00000,4.00000,0.00000,0.00000,38656.00000,779.00000
2025-09-02 00:00:53.930305,4.00000,5.00000,5.00000,4.00000,5.00000,5.00000,912.00000,250.00000,28.00000,4.00000,0.00000,0.00000,38656.00000,779.00000
2025-09-02 00:00:54.645406,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,840.00000,232.00000,30.00000,6.00000,0.00000,0.00000,38656.00000,689.00000
2025-09-02 00:00:55.593536,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,840.00000,232.00000,30.00000,6.00000,0.00000,0.00000,38656.00000,689.00000
2025-09-02 00:00:56.427092,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,840.00000,232.00000,30.00000,6.00000,0.00000,0.00000,38656.00000,689.00000
2025-09-02 00:00:57.197309,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,780.00000,220.00000,36.00000,6.00000,0.00000,0.00000,38656.00000,623.00000
2025-09-02 00:00:58.238503,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,780.00000,220.00000,36.00000,6.00000,0.00000,0.00000,38656.00000,623.00000
2025-09-02 00:00:59.040189,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,780.00000,220.00000,36.00000,6.00000,0.00000,0.00000,38656.00000,623.00000
2025-09-02 00:00:59.882682,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,780.00000,220.00000,36.00000,6.00000,0.00000,0.00000,38656.00000,623.00000
2025-09-02 00:01:00.718541,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,780.00000,220.00000,36.00000,6.00000,0.00000,0.00000,38656.00000,623.00000
2025-09-02 00:01:01.604133,3.00000,4.00000,5.00000,3.00000,4.00000,5.00000,780.00000,220.00000,36.00000,6.00000,0.00000,0.00000,38656.00000,623.00000
2025-09-02 00:01:02.404536,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,816.00000,224.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,675.00000
2025-09-02 00:01:03.419843,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,816.00000,224.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,675.00000
2025-09-02 00:01:04.176105,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,816.00000,224.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,675.00000
2025-09-02 00:01:05.033923,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,804.00000,214.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,655.00000
2025-09-02 00:01:05.976164,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,804.00000,214.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,655.00000
2025-09-02 00:01:06.791679,3.00000,6.00000,6.00000,3.00000,6.00000,6.00000,804.00000,214.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,655.00000
2025-09-02 00:01:07.592801,2.00000,4.00000,5.00000,2.00000,4.00000,5.00000,762.00000,202.00000,42.00000,6.00000,0.00000,0.00000,38656.00000,846.00000
2025-09-02 00:01:08.589597,2.00000,4.00000,5.00000,2.00000,4.00000,5.00000,762.00000,202.00000,42.00000,6.00000,0.00000,0.00000,38656.00000,846.00000
2025-09-02 00:01:09.372268,2.00000,4.00000,5.00000,2.00000,4.00000,5.00000,762.00000,202.00000,42.00000,6.00000,0.00000,0.00000,38656.00000,846.00000
2025-09-02 00:01:10.234069,2.00000,4.00000,5.00000,2.00000,4.00000,5.00000,780.00000,208.00000,42.00000,6.00000,0.00000,0.00000,38656.00000,615.00000
2025-09-02 00:01:11.085513,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,780.00000,208.00000,42.00000,6.00000,0.00000,0.00000,38656.00000,621.00000
2025-09-02 00:01:11.964231,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,780.00000,208.00000,42.00000,6.00000,0.00000,0.00000,38656.00000,621.00000
2025-09-02 00:01:12.763245,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,720.00000,192.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,802.00000
2025-09-02 00:01:13.779576,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,720.00000,192.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,802.00000
2025-09-02 00:01:14.553570,3.00000,5.00000,6.00000,3.00000,5.00000,6.00000,720.00000,192.00000,44.00000,6.00000,0.00000,0.00000,38656.00000,802.00000
2025-09-02 00:01:15.409757,3.00000,5.00000,5.00000,3.00000,5.00000,5.00000,690.00000,184.00000,42.00000,4.00000,0.00000,0.00000,38656.00000,758.00000
2025-09-02 00:01:16.324318,3.00000,5.00000,5.00000,3.00000,5.00000,5.00000,690.00000,184.00000,42.00000,4.00000,0.00000,0.00000,38656.00000,758.00000
2025-09-02 00:01:17.153944,2.00000,4.00000,4.00000,2.00000,4.00000,4.00000,690.00000,184.00000,42.00000,4.00000,0.00000,0.00000,38656.00000,752.00000
2025-09-02 00:01:17.927492,2.00000,4.00000,5.00000,2.00000,4.00000,5.00000,714.00000,190.00000,42.00000,4.00000,0.00000,0.00000,38656.00000,784.00000
