DateTime,pm10_standard,pm25_standard,pm100_standard,pm10_env,pm25_env,pm100_env,particles_03um,particles_05um,particles_10um,particles_25um,particles_50um,particles_100um,skip,checksum
2025-09-01 00:00:00.745080,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,396.00000,102.00000,8.00000,0.00000,0.00000,0.00000,38656.00000,579.00000
2025-09-01 00:00:01.758405,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,396.00000,102.00000,8.00000,0.00000,0.00000,0.00000,38656.00000,579.00000
2025-09-01 00:00:02.506095,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,396.00000,102.00000,8.00000,0.00000,0.00000,0.00000,38656.00000,579.00000
2025-09-01 00:00:03.356349,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,372.00000,98.00000,10.00000,0.00000,0.00000,0.00000,38656.00000,553.00000
2025-09-01 00:00:04.291799,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,372.00000,98.00000,10.00000,0.00000,0.00000,0.00000,38656.00000,553.00000
2025-09-01 00:00:05.134976,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,372.00000,98.00000,10.00000,0.00000,0.00000,0.00000,38656.00000,553.00000
2025-09-01 00:00:05.933506,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,396.00000,108.00000,14.00000,0.00000,0.00000,0.00000,38656.00000,595.00000
2025-09-01 00:00:06.926120,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,396.00000,108.00000,14.00000,0.00000,0.00000,0.00000,38656.00000,595.00000
2025-09-01 00:00:07.674243,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,396.00000,108.00000,14.00000,0.00000,0.00000,0.00000,38656.00000,595.00000
2025-09-01 00:00:08.554023,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,396.00000,106.00000,14.00000,0.00000,0.00000,0.00000,38656.00000,593.00000
2025-09-01 00:00:09.451459,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,396.00000,106.00000,14.00000,0.00000,0.00000,0.00000,38656.00000,593.00000
2025-09-01 00:00:10.341114,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,396.00000,106.00000,14.00000,0.00000,0.00000,0.00000,38656.00000,593.00000
2025-09-01 00:00:11.104783,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,384.00000,104.00000,16.00000,0.00000,0.00000,0.00000,38656.00000,581.00000
2025-09-01 00:00:12.115341,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,384.00000,104.00000,16.00000,0.00000,0.00000,0.00000,38656.00000,581.00000
2025-09-01 00:00:12.847049,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,384.00000,104.00000,16.00000,0.00000,0.00000,0.00000,38656.00000,581.00000
2025-09-01 00:00:13.733863,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,372.00000,100.00000,16.00000,0.00000,0.00000,0.00000,38656.00000,565.00000
2025-09-01 00:00:14.642065,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,372.00000,100.00000,16.00000,0.00000,0.00000,0.00000,38656.00000,565.00000
2025-09-01 00:00:15.534051,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,372.00000,100.00000,16.00000,0.00000,0.00000,0.00000,38656.00000,565.00000
2025-09-01 00:00:16.278650,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,354.00000,96.00000,18.00000,0.00000,0.00000,0.00000,38656.00000,545.00000
2025-09-01 00:00:17.285326,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,354.00000,96.00000,18.00000,0.00000,0.00000,0.00000,38656.00000,545.00000
2025-09-01 00:00:18.033930,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,354.00000,96.00000,18.00000,0.00000,0.00000,0.00000,38656.00000,545.00000
2025-09-01 00:00:18.924231,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,324.00000,88.00000,20.00000,0.00000,0.00000,0.00000,38656.00000,509.00000
2025-09-01 00:00:19.812826,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,324.00000,88.00000,20.00000,0.00000,0.00000,0.00000,38656.00000,509.00000
2025-09-01 00:00:20.712478,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,324.00000,88.00000,20.00000,0.00000,0.00000,0.00000,38656.00000,509.00000
2025-09-01 00:00:21.461473,0.00000,1.00000,1.00000,0.00000,1.00000,1.00000,294.00000,70.00000,18.00000,0.00000,0.00000,0.00000,38656.00000,453.00000
2025-09-01 00:00:22.488181,0.00000,1.00000,1.00000,0.00000,1.00000,1.00000,294.00000,70.00000,18.00000,0.00000,0.00000,0.00000,38656.00000,453.00000
2025-09-01 00:00:23.206105,0.00000,1.00000,1.00000,0.00000,1.00000,1.00000,294.00000,70.00000,18.00000,0.00000,0.00000,0.00000,38656.00000,453.00000
2025-09-01 00:00:24.113865,0.00000,2.00000,2.00000,0.00000,2.00000,2.00000,318.00000,78.00000,22.00000,2.00000,0.00000,0.00000,38656.00000,495.00000
2025-09-01 00:00:25.002326,0.00000,2.00000,2.00000,0.00000,2.00000,2.00000,318.00000,78.00000,22.00000,2.00000,0.00000,0.00000,38656.00000,495.00000
2025-09-01 00:00:25.893890,0.00000,2.00000,2.00000,0.00000,2.00000,2.00000,318.00000,78.00000,22.00000,2.00000,0.00000,0.00000,38656.00000,495.00000
2025-09-01 00:00:26.645682,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,312.00000,84.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,495.00000
2025-09-01 00:00:27.647905,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,312.00000,84.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,495.00000
2025-09-01 00:00:28.400526,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,312.00000,84.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,495.00000
2025-09-01 00:00:29.233777,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,324.00000,86.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,509.00000
2025-09-01 00:00:30.177885,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,324.00000,86.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,509.00000
2025-09-01 00:00:31.074018,1.00000,2.00000,2.00000,1.00000,2.00000,2.00000,324.00000,86.00000,20.00000,2.00000,0.00000,0.00000,38656.00000,509.00000
